Player,Squad,League,Pos,PosGrp,RoleCluster,SuggestedRole,TopFeatures,UMAP_X,UMAP_Y
Koki Machida,Union SG,Belgian Pro League,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.321551,6.134508
Koni De Winter,Genoa,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.856835,7.1190042
Konstantinos Laifis,Standard Liège,Belgian Pro League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",15.299216,8.6688595
Konstantinos Mavropanos,West Ham,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.269985,5.6178064
Kostas Manolas,Salernitana,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.340933,8.160557
Kristoffer Ajer,Brentford,Premier League,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",14.011633,5.3638453
Kurt Zouma,West Ham,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.602858,7.6318493
Lautaro Gianetti,Udinese,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.161167,7.497574
Lennard Maloney,Heidenheim,Bundesliga,MF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.842221,4.9037347
Leny Yoro,Lille,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",15.112469,8.813661
Leo Skiri Østigård,Napoli,Serie A,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.2128725,8.891119
Leonardo Balerdi,Marseille,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.630109,7.250769
Leonardo Bonucci,Union Berlin,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.439134,6.5956326
Levi Colwill,Chelsea,Premier League,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.823482,5.7309203
Lewis Dunk,Brighton,Premier League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.072311,8.828501
Lilian Brassier,Brest,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.363608,8.420421
Lisandro Martínez,Manchester Utd,Premier League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.774166,8.50205
Lloyd Kelly,Bournemouth,Premier League,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.945157,6.0148654
Logan Costa,Toulouse,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.31851,8.066634
Lorenzo De Silvestri,Bologna,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.1107235,6.674272
Lorenzo Pirola,Salernitana,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.927263,6.8094873
Loïc Bade,Sevilla,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.743457,6.0057855
Loïc Mbe Soh,Almere City,Eredivisie,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.599289,6.146358
Luca Caldirola,Monza,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.452018,8.692993
Luca Kilian,Köln,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.13977,5.649964
Luca Ranieri,Fiorentina,Serie A,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.6237755,7.7362714
Lucas Beraldo,Paris S-G,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",12.866792,8.518459
Lucas Noubi,Standard Liège,Belgian Pro League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.763659,6.504846
Lucas Perrin,Strasbourg,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",15.025766,8.524745
Luis Hernández,Cádiz,La Liga,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",16.376602,7.736732
Luis Segovia,RWDM,Belgian Pro League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",15.163822,7.752692
Luiz Felipe,Betis,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.36234,6.775736
Lukas Klostermann,RB Leipzig,Bundesliga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.737222,8.9653425
Lukas Kübler,Freiburg,Bundesliga,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",15.58467,4.871315
Mads Juel Andersen,Luton Town,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.75885,7.280203
Malick Thiaw,Milan,Serie A,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.613743,8.524924
Mansur,Estrela,Primeira Liga,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",16.00219,7.9711237
Manuel Akanji,Manchester City,Premier League,"DF,MF",CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",12.369125,7.681041
Manuel Gulde,Freiburg,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.785969,7.3867855
Manuel Manu,Vitória,Primeira Liga,"DF,MF",CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.560853,5.378508
Maracás,Moreirense,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.624693,7.7465177
Marash Kumbulla,Sassuolo,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",18.141907,7.12814
Marc Guéhi,Crystal Palace,Premier League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.929736,8.238996
Marcelo dos Santos Ferreira,Moreirense,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.109327,7.6854634
Marco Friedl,Werder Bremen,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.227133,6.2230334
Marco Pellegrino,Salernitana,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.181488,6.1663356
Marcos Senesi,Bournemouth,Premier League,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.315732,6.326519
Marcão,Sevilla,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.29429,6.500925
Marin Pongračić,Lecce,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",14.928563,7.8759913
Mario Gila,Lazio,Serie A,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.9735985,7.651458
Mark Mampasi,Kortrijk,Belgian Pro League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.712149,6.337211
Mark McKenzie,Genk,Belgian Pro League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.64492,8.260823
Mark van der Maarel,Utrecht,Eredivisie,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",14.542616,5.821405
Marquinhos,Paris S-G,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.261339,9.0120735
Martin Erlic,Sassuolo,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.731215,6.458145
Martin Valjent,Mallorca,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.515375,5.3358603
Marvin Friedrich,Gladbach,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.151064,7.5249567
Mason Holgate,Sheffield Utd,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.664883,5.2494354
Massadio Haïdara,Lens,Ligue 1,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.758377,5.7728286
Matej Maglica,Darmstadt 98,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.46228,6.32347
Mateusz Wieteska,Cagliari,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.140797,7.741961
Mathias Jørgensen,Brentford,Premier League,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",14.693258,5.7008395
Mathias Ross,NEC Nijmegen,Eredivisie,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.266113,7.770314
Matija Nastasić,Mallorca,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.220978,7.2920785
Mats Hummels,Dortmund,Bundesliga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.072571,7.5859656
Matte Smets,Sint-Truiden,Belgian Pro League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.9928875,9.324677
Matteo Gabbia,Milan,Serie A,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.690198,8.090934
Matteo Gabbia,Villarreal,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.009218,8.673188
Matteo Lovato,Salernitana,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.984104,5.269487
Matthias Ginter,Freiburg,Bundesliga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.215481,6.6913404
Matthijs de Ligt,Bayern Munich,Bundesliga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.177135,8.11729
Mattia Bani,Genoa,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.356281,7.5205164
Mattia Viti,Sassuolo,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.345524,5.6268992
Matí­as Rocha,Arouca,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.254992,7.7348776
Max Bruns,Twente,Eredivisie,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.207462,8.219641
Max Kilman,Wolves,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.477705,8.378231
Maxence Lacroix,Wolfsburg,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.589661,7.0562406
Maxim Leitsch,Mainz 05,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.139263,6.287958
Maxime Estève,Burnley,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.383905,6.058686
Maxime Estève,Montpellier,Ligue 1,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.860296,5.4897056
Maximilian Bauer,Augsburg,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.741585,6.411461
Maximilian Wöber,Gladbach,Bundesliga,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.316265,6.3941646
Maximiliano Caufriez,Clermont Foot,Ligue 1,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.60212,7.8775516
Mees Hilgers,Twente,Eredivisie,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.579459,7.0277534
Mehdi Boukamir,Charleroi,Belgian Pro League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.999712,5.6769376
Merveille Bokadi,Standard Liège,Belgian Pro League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.523857,8.324945
Michael Keane,Everton,Premier League,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",15.147725,6.0161767
Miguel Lopes,Estrela,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.58538,6.206575
Miguel Nóbrega,Rio Ave,Primeira Liga,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",14.188449,6.445181
Miguel Ángel Rubio,Granada,La Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.175423,6.5362706
Mika Mármol,Las Palmas,La Liga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.428071,8.197817
Mike Eerdhuijzen,Sparta R'dam,Eredivisie,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.8963785,7.108356
Mike van der Hoorn,Utrecht,Eredivisie,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.403417,7.367448
Mikel Villanueva,Vitória,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.448555,7.3646197
Milan Škriniar,Paris S-G,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.584244,9.159196
Miloš Veljković,Werder Bremen,Bundesliga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.127581,6.721595
Modibo Sagnan,Montpellier,Ligue 1,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.422134,6.2474546
Modibo Sagnan,Utrecht,Eredivisie,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.727005,7.1100893
Mohamed Simakan,RB Leipzig,Bundesliga,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.404639,5.717504
Mohammed Salisu,Monaco,Ligue 1,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.759022,7.6353602
Montassar Talbi,Lorient,Ligue 1,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.126104,6.8021135
Moritz Jenz,Wolfsburg,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.322456,7.8657813
Mouctar Diakhaby,Valencia,La Liga,"DF,MF",CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.154148,6.875415
Moussa Diarra,Toulouse,Ligue 1,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.621045,5.945861
Moussa Niakhate,Nott'ham Forest,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.13798,6.269773
Moussa Sissako,RWDM,Belgian Pro League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.545605,6.108256
Mujaid Sadick,Genk,Belgian Pro League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.265936,8.826673
Murillo,Nott'ham Forest,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.184496,6.249147
Nacho,Real Madrid,La Liga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.86081,9.045582
Natan,Napoli,Serie A,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",15.950446,8.044514
Nathan Aké,Manchester City,Premier League,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",12.38078,7.503667
Nathan Collins,Brentford,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.813153,6.869385
Nathan Ngoy,Standard Liège,Belgian Pro League,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.510524,6.1952
Nathan Zeze,Nantes,Ligue 1,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.869265,7.026417
Nathaniel Adjei,Lorient,Ligue 1,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.603867,7.201309
Nayef Aguerd,West Ham,Premier League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.678305,8.12475
Nehuén Pérez,Udinese,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.298677,5.8989077
Nemanja Gudelj,Sevilla,La Liga,"DF,MF",CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.507966,6.7577915
Nemanja Maksimović,Getafe,La Liga,MF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",14.494249,5.3639154
Nermin Zolotić,Casa Pia,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.356558,7.3211584
Niccolò Pierozzi,Salernitana,Serie A,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",16.126143,5.2002106
Nick Viergever,Utrecht,Eredivisie,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",14.921306,7.328283
Nico Elvedi,Gladbach,Bundesliga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.823287,8.597784
Nico Schlotterbeck,Dortmund,Bundesliga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",12.943796,7.721646
Nicolas Isimat-Mirin,Vitesse,Eredivisie,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.639414,7.013613
Nicolas Pallois,Nantes,Ligue 1,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.082674,6.0853357
Nicolás Otamendi,Benfica,Primeira Liga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.38597,7.567405
Nicolò Casale,Lazio,Serie A,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",15.238006,8.870005
Niklas Stark,Werder Bremen,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.495222,7.107215
Niklas Süle,Dortmund,Bundesliga,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",13.658462,9.147267
Nikola Milenković,Fiorentina,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.856435,7.5198574
Nino Galović,Arouca,Primeira Liga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.570118,8.797158
Noah Loosli,Bochum,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.010765,4.796697
Norbert Gyömbér,Salernitana,Serie A,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",17.575949,6.3309526
Nordi Mukiele,Paris S-G,Ligue 1,DF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",13.607843,5.6996393
Obite N'Dicka,Roma,Serie A,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",14.621881,8.591133
Ohis Felix Uduokhai,Augsburg,Bundesliga,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",16.02079,6.943389
Oier Zarraga,Udinese,Serie A,MF,CB,2,CB-Hybrid,"Fld↑, Carries_Mis↑, xG+xAG↑, PassDead↑, G-xG↑",15.089041,6.4503517
Oleksandr Filin,Eupen,Belgian Pro League,DF,CB,0,"CB-Sweeper, Carrier, Distributor","Clr↑, Performance_Recov↓, Carries_1/3↓, PrgC↓, PrgP↓",15.518419,5.3708224
Olivier Boscagli,PSV Eindhoven,Eredivisie,DF,CB,1,CB-Hybrid,"Long_Cmp↑, Expected_A-xAG↑, Total_TotDist↑, Total_PrgDist↑, Long_Att↑",12.903869,8.146932
